provincia,tipo de averia y emergencia,anio,mes,averias,fecha
Monte Plata,Falta de Energía,2018,2,449.0,2018-02-01
Monte Plata,Niveles de Tensión,2018,2,45.0,2018-02-01
Monte Plata,Otros,2018,2,0.0,2018-02-01
Monte Plata,Probable Defecto o Falla,2018,2,6.0,2018-02-01
Monte Plata,Riesgo de Vida,2018,2,109.0,2018-02-01
San Pedro de Macorís,Alumbrado Público,2018,2,0.0,2018-02-01
San Pedro de Macorís,Falta de Energía,2018,2,728.0,2018-02-01
San Pedro de Macorís,Niveles de Tensión,2018,2,111.0,2018-02-01
San Pedro de Macorís,Otros,2018,2,0.0,2018-02-01
San Pedro de Macorís,Probable Defecto o Falla,2018,2,2.0,2018-02-01
San Pedro de Macorís,Riesgo de Vida,2018,2,142.0,2018-02-01
Santo Domingo,Alumbrado Público,2018,2,0.0,2018-02-01
Santo Domingo,Falta de Energía,2018,2,7309.0,2018-02-01
Santo Domingo,Niveles de Tensión,2018,2,1427.0,2018-02-01
Santo Domingo,Otros,2018,2,1.0,2018-02-01
Santo Domingo,Probable Defecto o Falla,2018,2,18.0,2018-02-01
Santo Domingo,Riesgo de Vida,2018,2,765.0,2018-02-01
Santo Domingo,Sin Identificar,2018,2,1.0,2018-02-01
Santo Domingo,Falta de Energía,2018,2,1.0,2018-02-01
Santo Domingo,Niveles de Tensión,2018,2,0.0,2018-02-01
Santo Domingo,Riesgo de Vida,2018,2,0.0,2018-02-01
Distrito Nacional,Alumbrado Público,2019,2,0.0,2019-02-01
Distrito Nacional,Falta de Energía,2019,2,1682.0,2019-02-01
Distrito Nacional,Niveles de Tensión,2019,2,281.0,2019-02-01
Distrito Nacional,Otros,2019,2,0.0,2019-02-01
Distrito Nacional,Probable Defecto o Falla,2019,2,2.0,2019-02-01
Distrito Nacional,Riesgo de Vida,2019,2,197.0,2019-02-01
El Seibo,Falta de Energía,2019,2,260.0,2019-02-01
El Seibo,Niveles de Tensión,2019,2,37.0,2019-02-01
El Seibo,Otros,2019,2,0.0,2019-02-01
El Seibo,Probable Defecto o Falla,2019,2,,2019-02-01
El Seibo,Riesgo de Vida,2019,2,26.0,2019-02-01
Hato Mayor,Falta de Energía,2019,2,320.0,2019-02-01
Hato Mayor,Niveles de Tensión,2019,2,42.0,2019-02-01
Hato Mayor,Otros,2019,2,0.0,2019-02-01
Hato Mayor,Probable Defecto o Falla,2019,2,1.0,2019-02-01
Hato Mayor,Riesgo de Vida,2019,2,32.0,2019-02-01
La Altagracia,Falta de Energía,2019,2,717.0,2019-02-01
La Altagracia,Niveles de Tensión,2019,2,110.0,2019-02-01
La Altagracia,Otros,2019,2,,2019-02-01
La Altagracia,Probable Defecto o Falla,2019,2,,2019-02-01
La Altagracia,Riesgo de Vida,2019,2,132.0,2019-02-01
La Romana,Alumbrado Público,2019,2,0.0,2019-02-01
La Romana,Falta de Energía,2019,2,764.0,2019-02-01
La Romana,Niveles de Tensión,2019,2,120.0,2019-02-01
La Romana,Otros,2019,2,0.0,2019-02-01
La Romana,Probable Defecto o Falla,2019,2,1.0,2019-02-01
La Romana,Riesgo de Vida,2019,2,103.0,2019-02-01
Monte Plata,Falta de Energía,2019,2,359.0,2019-02-01
Monte Plata,Niveles de Tensión,2019,2,27.0,2019-02-01
Monte Plata,Otros,2019,2,,2019-02-01
Monte Plata,Probable Defecto o Falla,2019,2,4.0,2019-02-01
Monte Plata,Riesgo de Vida,2019,2,99.0,2019-02-01
San Pedro de Macorís,Alumbrado Público,2019,2,0.0,2019-02-01
San Pedro de Macorís,Falta de Energía,2019,2,675.0,2019-02-01
San Pedro de Macorís,Niveles de Tensión,2019,2,79.0,2019-02-01
San Pedro de Macorís,Otros,2019,2,0.0,2019-02-01
San Pedro de Macorís,Probable Defecto o Falla,2019,2,5.0,2019-02-01
San Pedro de Macorís,Riesgo de Vida,2019,2,138.0,2019-02-01
Santo Domingo,Alumbrado Público,2019,2,,2019-02-01
Santo Domingo,Falta de Energía,2019,2,7660.0,2019-02-01
Santo Domingo,Niveles de Tensión,2019,2,1495.0,2019-02-01
Santo Domingo,Otros,2019,2,,2019-02-01
Santo Domingo,Probable Defecto o Falla,2019,2,32.0,2019-02-01
Santo Domingo,Riesgo de Vida,2019,2,824.0,2019-02-01
Santo Domingo,Sin Identificar,2019,2,0.0,2019-02-01
Santo Domingo,Falta de Energía,2019,2,0.0,2019-02-01
Santo Domingo,Niveles de Tensión,2019,2,0.0,2019-02-01
Santo Domingo,Riesgo de Vida,2019,2,0.0,2019-02-01
Distrito Nacional,Alumbrado Público,2020,2,0.0,2020-02-01
Distrito Nacional,Falta de Energía,2020,2,1604.0,2020-02-01
Distrito Nacional,Niveles de Tensión,2020,2,365.0,2020-02-01
Distrito Nacional,Otros,2020,2,0.0,2020-02-01
Distrito Nacional,Probable Defecto o Falla,2020,2,9.0,2020-02-01
Distrito Nacional,Riesgo de Vida,2020,2,168.0,2020-02-01
El Seibo,Falta de Energía,2020,2,385.0,2020-02-01
El Seibo,Niveles de Tensión,2020,2,33.0,2020-02-01
El Seibo,Otros,2020,2,0.0,2020-02-01
El Seibo,Probable Defecto o Falla,2020,2,1.0,2020-02-01
El Seibo,Riesgo de Vida,2020,2,59.0,2020-02-01
Hato Mayor,Falta de Energía,2020,2,346.0,2020-02-01
Hato Mayor,Niveles de Tensión,2020,2,51.0,2020-02-01
Hato Mayor,Otros,2020,2,0.0,2020-02-01
Hato Mayor,Probable Defecto o Falla,2020,2,2.0,2020-02-01
Hato Mayor,Riesgo de Vida,2020,2,49.0,2020-02-01
La Altagracia,Falta de Energía,2020,2,971.0,2020-02-01
La Altagracia,Niveles de Tensión,2020,2,160.0,2020-02-01
La Altagracia,Otros,2020,2,0.0,2020-02-01
La Altagracia,Probable Defecto o Falla,2020,2,1.0,2020-02-01
La Altagracia,Riesgo de Vida,2020,2,158.0,2020-02-01
La Romana,Alumbrado Público,2020,2,0.0,2020-02-01
La Romana,Falta de Energía,2020,2,950.0,2020-02-01
La Romana,Niveles de Tensión,2020,2,186.0,2020-02-01
La Romana,Otros,2020,2,2.0,2020-02-01
La Romana,Probable Defecto o Falla,2020,2,1.0,2020-02-01
La Romana,Riesgo de Vida,2020,2,125.0,2020-02-01
Monte Plata,Falta de Energía,2020,2,409.0,2020-02-01
Monte Plata,Niveles de Tensión,2020,2,42.0,2020-02-01
Monte Plata,Otros,2020,2,0.0,2020-02-01
Monte Plata,Probable Defecto o Falla,2020,2,5.0,2020-02-01
Monte Plata,Riesgo de Vida,2020,2,152.0,2020-02-01
San Pedro de Macorís,Alumbrado Público,2020,2,0.0,2020-02-01
San Pedro de Macorís,Falta de Energía,2020,2,775.0,2020-02-01
San Pedro de Macorís,Niveles de Tensión,2020,2,110.0,2020-02-01
San Pedro de Macorís,Otros,2020,2,0.0,2020-02-01
San Pedro de Macorís,Probable Defecto o Falla,2020,2,4.0,2020-02-01
San Pedro de Macorís,Riesgo de Vida,2020,2,126.0,2020-02-01
Santo Domingo,Alumbrado Público,2020,2,1.0,2020-02-01
Santo Domingo,Falta de Energía,2020,2,8592.0,2020-02-01
Santo Domingo,Niveles de Tensión,2020,2,1723.0,2020-02-01
Santo Domingo,Otros,2020,2,0.0,2020-02-01
Santo Domingo,Probable Defecto o Falla,2020,2,34.0,2020-02-01
Santo Domingo,Riesgo de Vida,2020,2,847.0,2020-02-01
Santo Domingo,Sin Identificar,2020,2,1.0,2020-02-01
Distrito Nacional,Falta de Energía,2021,2,1876.0,2021-02-01
Distrito Nacional,Niveles de Tensión,2021,2,310.0,2021-02-01
Distrito Nacional,Probable Defecto o Falla,2021,2,3.0,2021-02-01
Distrito Nacional,Riesgo de Vida,2021,2,79.0,2021-02-01
El Seibo,Falta de Energía,2021,2,124.0,2021-02-01
El Seibo,Niveles de Tensión,2021,2,13.0,2021-02-01
El Seibo,Riesgo de Vida,2021,2,18.0,2021-02-01
Hato Mayor,Falta de Energía,2021,2,106.0,2021-02-01
Hato Mayor,Niveles de Tensión,2021,2,12.0,2021-02-01
Hato Mayor,Probable Defecto o Falla,2021,2,0.0,2021-02-01
Hato Mayor,Riesgo de Vida,2021,2,18.0,2021-02-01
La Altagracia,Falta de Energía,2021,2,271.0,2021-02-01
La Altagracia,Niveles de Tensión,2021,2,46.0,2021-02-01
La Altagracia,Probable Defecto o Falla,2021,2,3.0,2021-02-01
La Altagracia,Riesgo de Vida,2021,2,44.0,2021-02-01
La Romana,Falta de Energía,2021,2,310.0,2021-02-01
La Romana,Niveles de Tensión,2021,2,59.0,2021-02-01
La Romana,Probable Defecto o Falla,2021,2,1.0,2021-02-01
La Romana,Riesgo de Vida,2021,2,51.0,2021-02-01
Monte Plata,Falta de Energía,2021,2,425.0,2021-02-01
Monte Plata,Niveles de Tensión,2021,2,47.0,2021-02-01
Monte Plata,Probable Defecto o Falla,2021,2,5.0,2021-02-01
Monte Plata,Riesgo de Vida,2021,2,50.0,2021-02-01
San Pedro de Macorís,Falta de Energía,2021,2,858.0,2021-02-01
San Pedro de Macorís,Niveles de Tensión,2021,2,123.0,2021-02-01
San Pedro de Macorís,Probable Defecto o Falla,2021,2,6.0,2021-02-01
San Pedro de Macorís,Riesgo de Vida,2021,2,127.0,2021-02-01
Santo Domingo,Falta de Energía,2021,2,8893.0,2021-02-01
Santo Domingo,Niveles de Tensión,2021,2,1954.0,2021-02-01
Santo Domingo,Probable Defecto o Falla,2021,2,10.0,2021-02-01
Santo Domingo,Riesgo de Vida,2021,2,812.0,2021-02-01
Distrito Nacional,Falta de Energía,2022,2,1647.0,2022-02-01
Distrito Nacional,Niveles de Tensión,2022,2,372.0,2022-02-01
Distrito Nacional,Probable Defecto o Falla,2022,2,4.0,2022-02-01
Distrito Nacional,Riesgo de Vida,2022,2,147.0,2022-02-01
El Seibo,Falta de Energía,2022,2,376.0,2022-02-01
El Seibo,Niveles de Tensión,2022,2,30.0,2022-02-01
El Seibo,Probable Defecto o Falla,2022,2,4.0,2022-02-01
El Seibo,Riesgo de Vida,2022,2,45.0,2022-02-01
Hato Mayor,Falta de Energía,2022,2,449.0,2022-02-01
Hato Mayor,Niveles de Tensión,2022,2,48.0,2022-02-01
Hato Mayor,Probable Defecto o Falla,2022,2,2.0,2022-02-01
Hato Mayor,Riesgo de Vida,2022,2,47.0,2022-02-01
La Altagracia,Falta de Energía,2022,2,1047.0,2022-02-01
La Altagracia,Niveles de Tensión,2022,2,142.0,2022-02-01
La Altagracia,Probable Defecto o Falla,2022,2,3.0,2022-02-01
La Altagracia,Riesgo de Vida,2022,2,136.0,2022-02-01
La Romana,Falta de Energía,2022,2,1040.0,2022-02-01
La Romana,Niveles de Tensión,2022,2,185.0,2022-02-01
La Romana,Probable Defecto o Falla,2022,2,1.0,2022-02-01
La Romana,Riesgo de Vida,2022,2,109.0,2022-02-01
Monte Plata,Falta de Energía,2022,2,450.0,2022-02-01
Monte Plata,Niveles de Tensión,2022,2,32.0,2022-02-01
Monte Plata,Probable Defecto o Falla,2022,2,7.0,2022-02-01
Monte Plata,Riesgo de Vida,2022,2,103.0,2022-02-01
San Pedro de Macorís,Falta de Energía,2022,2,943.0,2022-02-01
San Pedro de Macorís,Niveles de Tensión,2022,2,131.0,2022-02-01
San Pedro de Macorís,Probable Defecto o Falla,2022,2,2.0,2022-02-01
San Pedro de Macorís,Riesgo de Vida,2022,2,134.0,2022-02-01
Santo Domingo,Falta de Energía,2022,2,9686.0,2022-02-01
Santo Domingo,Niveles de Tensión,2022,2,2175.0,2022-02-01
Santo Domingo,Probable Defecto o Falla,2022,2,16.0,2022-02-01
Santo Domingo,Riesgo de Vida,2022,2,686.0,2022-02-01
Distrito Nacional,Falta de Energía,2023,2,2931.0,2023-02-01
Distrito Nacional,Niveles de Tensión,2023,2,455.0,2023-02-01
Distrito Nacional,Probable Defecto o Falla,2023,2,4.0,2023-02-01
Distrito Nacional,Riesgo de Vida,2023,2,172.0,2023-02-01
El Seibo,Falta de Energía,2023,2,389.0,2023-02-01
El Seibo,Niveles de Tensión,2023,2,51.0,2023-02-01
El Seibo,Probable Defecto o Falla,2023,2,1.0,2023-02-01
El Seibo,Riesgo de Vida,2023,2,40.0,2023-02-01
Hato Mayor,Falta de Energía,2023,2,406.0,2023-02-01
Hato Mayor,Niveles de Tensión,2023,2,45.0,2023-02-01
Hato Mayor,Probable Defecto o Falla,2023,2,0.0,2023-02-01
Hato Mayor,Riesgo de Vida,2023,2,62.0,2023-02-01
La Altagracia,Falta de Energía,2023,2,974.0,2023-02-01
La Altagracia,Niveles de Tensión,2023,2,161.0,2023-02-01
La Altagracia,Probable Defecto o Falla,2023,2,0.0,2023-02-01
La Altagracia,Riesgo de Vida,2023,2,137.0,2023-02-01
La Romana,Falta de Energía,2023,2,868.0,2023-02-01
La Romana,Niveles de Tensión,2023,2,147.0,2023-02-01
La Romana,Probable Defecto o Falla,2023,2,1.0,2023-02-01
La Romana,Riesgo de Vida,2023,2,92.0,2023-02-01
Monte Plata,Falta de Energía,2023,2,466.0,2023-02-01
Monte Plata,Niveles de Tensión,2023,2,46.0,2023-02-01
Monte Plata,Probable Defecto o Falla,2023,2,7.0,2023-02-01
Monte Plata,Riesgo de Vida,2023,2,85.0,2023-02-01
San Pedro de Macorís,Falta de Energía,2023,2,863.0,2023-02-01
San Pedro de Macorís,Niveles de Tensión,2023,2,93.0,2023-02-01
San Pedro de Macorís,Probable Defecto o Falla,2023,2,3.0,2023-02-01
San Pedro de Macorís,Riesgo de Vida,2023,2,126.0,2023-02-01
Santo Domingo,Falta de Energía,2023,2,9271.0,2023-02-01
Santo Domingo,Niveles de Tensión,2023,2,1988.0,2023-02-01
Santo Domingo,Probable Defecto o Falla,2023,2,13.0,2023-02-01
Santo Domingo,Riesgo de Vida,2023,2,723.0,2023-02-01
Distrito Nacional,Falta de Energía,2024,2,2337.0,2024-02-01
Distrito Nacional,Niveles de Tensión,2024,2,417.0,2024-02-01
Distrito Nacional,Probable Defecto o Falla,2024,2,5.0,2024-02-01
Distrito Nacional,Riesgo de Vida,2024,2,218.0,2024-02-01
El Seibo,Falta de Energía,2024,2,438.0,2024-02-01
El Seibo,Niveles de Tensión,2024,2,32.0,2024-02-01
El Seibo,Probable Defecto o Falla,2024,2,1.0,2024-02-01
El Seibo,Riesgo de Vida,2024,2,50.0,2024-02-01
Hato Mayor,Falta de Energía,2024,2,390.0,2024-02-01
Hato Mayor,Niveles de Tensión,2024,2,35.0,2024-02-01
Hato Mayor,Probable Defecto o Falla,2024,2,1.0,2024-02-01
Hato Mayor,Riesgo de Vida,2024,2,39.0,2024-02-01
La Altagracia,Falta de Energía,2024,2,1050.0,2024-02-01
La Altagracia,Niveles de Tensión,2024,2,128.0,2024-02-01
La Altagracia,Probable Defecto o Falla,2024,2,1.0,2024-02-01
La Altagracia,Riesgo de Vida,2024,2,142.0,2024-02-01
La Romana,Falta de Energía,2024,2,1186.0,2024-02-01
La Romana,Niveles de Tensión,2024,2,152.0,2024-02-01
La Romana,Probable Defecto o Falla,2024,2,3.0,2024-02-01
La Romana,Riesgo de Vida,2024,2,140.0,2024-02-01
Monte Plata,Falta de Energía,2024,2,434.0,2024-02-01
Monte Plata,Niveles de Tensión,2024,2,38.0,2024-02-01
Monte Plata,Probable Defecto o Falla,2024,2,11.0,2024-02-01
Monte Plata,Riesgo de Vida,2024,2,132.0,2024-02-01
San Pedro de Macorís,Falta de Energía,2024,2,825.0,2024-02-01
San Pedro de Macorís,Niveles de Tensión,2024,2,122.0,2024-02-01
San Pedro de Macorís,Probable Defecto o Falla,2024,2,2.0,2024-02-01
San Pedro de Macorís,Riesgo de Vida,2024,2,99.0,2024-02-01
Santo Domingo,Falta de Energía,2024,2,9953.0,2024-02-01
Santo Domingo,Niveles de Tensión,2024,2,1819.0,2024-02-01
Santo Domingo,Probable Defecto o Falla,2024,2,35.0,2024-02-01
Santo Domingo,Riesgo de Vida,2024,2,860.0,2024-02-01
Distrito Nacional,Falta de Energía,2025,2,2393.0,2025-02-01
Distrito Nacional,Niveles de Tensión,2025,2,464.0,2025-02-01
Distrito Nacional,Probable Defecto o Falla,2025,2,5.0,2025-02-01
Distrito Nacional,Riesgo de Vida,2025,2,189.0,2025-02-01
El Seibo,Falta de Energía,2025,2,390.0,2025-02-01
El Seibo,Niveles de Tensión,2025,2,43.0,2025-02-01
El Seibo,Probable Defecto o Falla,2025,2,1.0,2025-02-01
El Seibo,Riesgo de Vida,2025,2,50.0,2025-02-01
Hato Mayor,Falta de Energía,2025,2,422.0,2025-02-01
Hato Mayor,Niveles de Tensión,2025,2,58.0,2025-02-01
Hato Mayor,Probable Defecto o Falla,2025,2,3.0,2025-02-01
Hato Mayor,Riesgo de Vida,2025,2,52.0,2025-02-01
La Altagracia,Falta de Energía,2025,2,1119.0,2025-02-01
La Altagracia,Niveles de Tensión,2025,2,160.0,2025-02-01
La Altagracia,Probable Defecto o Falla,2025,2,8.0,2025-02-01
La Altagracia,Riesgo de Vida,2025,2,110.0,2025-02-01
La Romana,Falta de Energía,2025,2,1285.0,2025-02-01
La Romana,Niveles de Tensión,2025,2,205.0,2025-02-01
La Romana,Probable Defecto o Falla,2025,2,3.0,2025-02-01
La Romana,Riesgo de Vida,2025,2,121.0,2025-02-01
Monte Plata,Falta de Energía,2025,2,695.0,2025-02-01
Monte Plata,Niveles de Tensión,2025,2,82.0,2025-02-01
Monte Plata,Probable Defecto o Falla,2025,2,4.0,2025-02-01
Monte Plata,Riesgo de Vida,2025,2,87.0,2025-02-01
San Pedro de Macorís,Falta de Energía,2025,2,968.0,2025-02-01
San Pedro de Macorís,Niveles de Tensión,2025,2,127.0,2025-02-01
San Pedro de Macorís,Probable Defecto o Falla,2025,2,1.0,2025-02-01
San Pedro de Macorís,Riesgo de Vida,2025,2,134.0,2025-02-01
Santo Domingo,Falta de Energía,2025,2,9994.0,2025-02-01
Santo Domingo,Niveles de Tensión,2025,2,2059.0,2025-02-01
Santo Domingo,Probable Defecto o Falla,2025,2,34.0,2025-02-01
Santo Domingo,Riesgo de Vida,2025,2,752.0,2025-02-01
Distrito Nacional,Alumbrado Público,2017,3,0.0,2017-03-01
Distrito Nacional,Falta de Energía,2017,3,1887.0,2017-03-01
Distrito Nacional,Niveles de Tensión,2017,3,261.0,2017-03-01
Distrito Nacional,Otros,2017,3,0.0,2017-03-01
Distrito Nacional,Probable Defecto o Falla,2017,3,6.0,2017-03-01
Distrito Nacional,Riesgo de Vida,2017,3,265.0,2017-03-01
El Seibo,Falta de Energía,2017,3,425.0,2017-03-01
El Seibo,Niveles de Tensión,2017,3,20.0,2017-03-01
El Seibo,Otros,2017,3,0.0,2017-03-01
El Seibo,Probable Defecto o Falla,2017,3,2.0,2017-03-01
El Seibo,Riesgo de Vida,2017,3,58.0,2017-03-01
Hato Mayor,Falta de Energía,2017,3,336.0,2017-03-01
Hato Mayor,Niveles de Tensión,2017,3,35.0,2017-03-01
Hato Mayor,Otros,2017,3,2.0,2017-03-01
Hato Mayor,Probable Defecto o Falla,2017,3,4.0,2017-03-01
Hato Mayor,Riesgo de Vida,2017,3,54.0,2017-03-01
La Altagracia,Falta de Energía,2017,3,1042.0,2017-03-01
La Altagracia,Niveles de Tensión,2017,3,126.0,2017-03-01
La Altagracia,Otros,2017,3,0.0,2017-03-01
La Altagracia,Probable Defecto o Falla,2017,3,1.0,2017-03-01
La Altagracia,Riesgo de Vida,2017,3,153.0,2017-03-01
La Romana,Alumbrado Público,2017,3,0.0,2017-03-01
La Romana,Falta de Energía,2017,3,985.0,2017-03-01
La Romana,Niveles de Tensión,2017,3,139.0,2017-03-01
La Romana,Otros,2017,3,0.0,2017-03-01
La Romana,Probable Defecto o Falla,2017,3,5.0,2017-03-01
La Romana,Riesgo de Vida,2017,3,163.0,2017-03-01
Monte Plata,Falta de Energía,2017,3,370.0,2017-03-01
Monte Plata,Niveles de Tensión,2017,3,38.0,2017-03-01
Monte Plata,Otros,2017,3,0.0,2017-03-01
Monte Plata,Probable Defecto o Falla,2017,3,4.0,2017-03-01
Monte Plata,Riesgo de Vida,2017,3,90.0,2017-03-01
San Pedro de Macorís,Alumbrado Público,2017,3,0.0,2017-03-01
San Pedro de Macorís,Falta de Energía,2017,3,687.0,2017-03-01
San Pedro de Macorís,Niveles de Tensión,2017,3,88.0,2017-03-01
San Pedro de Macorís,Otros,2017,3,0.0,2017-03-01
San Pedro de Macorís,Probable Defecto o Falla,2017,3,5.0,2017-03-01
San Pedro de Macorís,Riesgo de Vida,2017,3,154.0,2017-03-01
Santo Domingo,Alumbrado Público,2017,3,0.0,2017-03-01
Santo Domingo,Falta de Energía,2017,3,6936.0,2017-03-01
Santo Domingo,Niveles de Tensión,2017,3,1082.0,2017-03-01
Santo Domingo,Otros,2017,3,0.0,2017-03-01
Santo Domingo,Probable Defecto o Falla,2017,3,34.0,2017-03-01
Santo Domingo,Riesgo de Vida,2017,3,910.0,2017-03-01
Santo Domingo,Sin Identificar,2017,3,0.0,2017-03-01
Santo Domingo,Falta de Energía,2017,3,0.0,2017-03-01
Santo Domingo,Niveles de Tensión,2017,3,0.0,2017-03-01
Santo Domingo,Riesgo de Vida,2017,3,0.0,2017-03-01
Distrito Nacional,Alumbrado Público,2018,3,0.0,2018-03-01
Distrito Nacional,Falta de Energía,2018,3,2167.0,2018-03-01
Distrito Nacional,Niveles de Tensión,2018,3,372.0,2018-03-01
Distrito Nacional,Otros,2018,3,1.0,2018-03-01
Distrito Nacional,Probable Defecto o Falla,2018,3,9.0,2018-03-01
Distrito Nacional,Riesgo de Vida,2018,3,245.0,2018-03-01
El Seibo,Falta de Energía,2018,3,337.0,2018-03-01
El Seibo,Niveles de Tensión,2018,3,49.0,2018-03-01
El Seibo,Otros,2018,3,0.0,2018-03-01
El Seibo,Probable Defecto o Falla,2018,3,0.0,2018-03-01
El Seibo,Riesgo de Vida,2018,3,42.0,2018-03-01
Hato Mayor,Falta de Energía,2018,3,361.0,2018-03-01
Hato Mayor,Niveles de Tensión,2018,3,27.0,2018-03-01
Hato Mayor,Otros,2018,3,0.0,2018-03-01
Hato Mayor,Probable Defecto o Falla,2018,3,1.0,2018-03-01
Hato Mayor,Riesgo de Vida,2018,3,49.0,2018-03-01
La Altagracia,Falta de Energía,2018,3,874.0,2018-03-01
La Altagracia,Niveles de Tensión,2018,3,140.0,2018-03-01
La Altagracia,Otros,2018,3,2.0,2018-03-01
La Altagracia,Probable Defecto o Falla,2018,3,0.0,2018-03-01
La Altagracia,Riesgo de Vida,2018,3,163.0,2018-03-01
La Romana,Alumbrado Público,2018,3,0.0,2018-03-01
La Romana,Falta de Energía,2018,3,704.0,2018-03-01
La Romana,Niveles de Tensión,2018,3,124.0,2018-03-01
La Romana,Otros,2018,3,0.0,2018-03-01
La Romana,Probable Defecto o Falla,2018,3,3.0,2018-03-01
La Romana,Riesgo de Vida,2018,3,129.0,2018-03-01
Monte Plata,Falta de Energía,2018,3,423.0,2018-03-01
Monte Plata,Niveles de Tensión,2018,3,26.0,2018-03-01
Monte Plata,Otros,2018,3,1.0,2018-03-01
Monte Plata,Probable Defecto o Falla,2018,3,6.0,2018-03-01
Monte Plata,Riesgo de Vida,2018,3,84.0,2018-03-01
San Pedro de Macorís,Alumbrado Público,2018,3,0.0,2018-03-01
San Pedro de Macorís,Falta de Energía,2018,3,719.0,2018-03-01
San Pedro de Macorís,Niveles de Tensión,2018,3,116.0,2018-03-01
San Pedro de Macorís,Otros,2018,3,0.0,2018-03-01
San Pedro de Macorís,Probable Defecto o Falla,2018,3,7.0,2018-03-01
San Pedro de Macorís,Riesgo de Vida,2018,3,155.0,2018-03-01
Santo Domingo,Alumbrado Público,2018,3,1.0,2018-03-01
Santo Domingo,Falta de Energía,2018,3,8277.0,2018-03-01
Santo Domingo,Niveles de Tensión,2018,3,1542.0,2018-03-01
Santo Domingo,Otros,2018,3,2.0,2018-03-01
Santo Domingo,Probable Defecto o Falla,2018,3,19.0,2018-03-01
Santo Domingo,Riesgo de Vida,2018,3,909.0,2018-03-01
Santo Domingo,Sin Identificar,2018,3,0.0,2018-03-01
Santo Domingo,Falta de Energía,2018,3,0.0,2018-03-01
Santo Domingo,Niveles de Tensión,2018,3,0.0,2018-03-01
Santo Domingo,Riesgo de Vida,2018,3,0.0,2018-03-01
Distrito Nacional,Alumbrado Público,2019,3,0.0,2019-03-01
Distrito Nacional,Falta de Energía,2019,3,1802.0,2019-03-01
Distrito Nacional,Niveles de Tensión,2019,3,325.0,2019-03-01
Distrito Nacional,Otros,2019,3,0.0,2019-03-01
Distrito Nacional,Probable Defecto o Falla,2019,3,6.0,2019-03-01
Distrito Nacional,Riesgo de Vida,2019,3,202.0,2019-03-01
El Seibo,Falta de Energía,2019,3,301.0,2019-03-01
El Seibo,Niveles de Tensión,2019,3,34.0,2019-03-01
El Seibo,Otros,2019,3,0.0,2019-03-01
El Seibo,Probable Defecto o Falla,2019,3,1.0,2019-03-01
El Seibo,Riesgo de Vida,2019,3,25.0,2019-03-01
Hato Mayor,Falta de Energía,2019,3,307.0,2019-03-01
Hato Mayor,Niveles de Tensión,2019,3,24.0,2019-03-01
Hato Mayor,Otros,2019,3,0.0,2019-03-01
Hato Mayor,Probable Defecto o Falla,2019,3,,2019-03-01
Hato Mayor,Riesgo de Vida,2019,3,52.0,2019-03-01
La Altagracia,Falta de Energía,2019,3,891.0,2019-03-01
La Altagracia,Niveles de Tensión,2019,3,112.0,2019-03-01
La Altagracia,Otros,2019,3,1.0,2019-03-01
La Altagracia,Probable Defecto o Falla,2019,3,1.0,2019-03-01
La Altagracia,Riesgo de Vida,2019,3,159.0,2019-03-01
La Romana,Alumbrado Público,2019,3,0.0,2019-03-01
La Romana,Falta de Energía,2019,3,828.0,2019-03-01
La Romana,Niveles de Tensión,2019,3,125.0,2019-03-01
La Romana,Otros,2019,3,0.0,2019-03-01
La Romana,Probable Defecto o Falla,2019,3,2.0,2019-03-01
