provincia,estado,bajas,mes,anio,fecha
San Pedro de Macorís,baja forzada,132,11,2025,2025-11-01
San Pedro de Macorís,baja voluntaria,238,11,2025,2025-11-01
Santo Domingo,baja forzada,1246,11,2025,2025-11-01
Santo Domingo,baja voluntaria,2460,11,2025,2025-11-01
Distrito Nacional,baja forzada,166,12,2025,2025-12-01
Distrito Nacional,baja voluntaria,418,12,2025,2025-12-01
El Seibo,baja forzada,87,12,2025,2025-12-01
El Seibo,baja voluntaria,160,12,2025,2025-12-01
La Altagracia,baja forzada,50,12,2025,2025-12-01
La Altagracia,baja voluntaria,301,12,2025,2025-12-01
La Romana,baja forzada,66,12,2025,2025-12-01
La Romana,baja voluntaria,318,12,2025,2025-12-01
Monte Plata,baja forzada,49,12,2025,2025-12-01
Monte Plata,baja voluntaria,134,12,2025,2025-12-01
San Pedro de Macorís,baja forzada,90,12,2025,2025-12-01
San Pedro de Macorís,baja voluntaria,286,12,2025,2025-12-01
Santo Domingo,baja forzada,1245,12,2025,2025-12-01
Santo Domingo,baja voluntaria,2682,12,2025,2025-12-01
